latitude,longitude,altitude,geometry,coordinates,FID,OBJECTID,DAUID,Former_Mun,Community,Neighbourh,Ward,DApop2016,DApop201_1,DAPop2006,Total_Age,A0_4,A0,A1,A2,A3,A4,A5_9,A5,A6,A7,A8,A9,A10_14,A10,A11,A12,A13,A14,A15_64,A15_19,A15,A16,A17,A18,A19,A20_24,A20,A21,A22,A23,A24,A25_29,A25,A26,A27,A28,A29,A30_34,A30,A31,A32,A33,A34,A35_39,A35,A36,A37,A38,A39,A40_44,A40,A41,A42,A43,A44,A45_49,A45,A46,A47,A48,A49,A50_54,A50,A51,A52,A53,A54,A55_59,A55,A56,A57,A58,A59,A60_64,A60,A61,A62,A63,A64,A65plus,A65_59,A65,A66,A67,A68,A69,A70_74,A70,A71,A72,A73,A74,A75_79,A75,A76,A77,A78,A79,A80_84,A80,A81,A82,A83,A84,A85plus,A85_89,A85,A86,A87,A88,A89,A90_94,A90,A91,A92,A93,A94,A95_99,A95,A96,A97,A98,A99,A100plus,Shape__Area,Shape__Length
,,,Polygon,"-80.8803462899137,46.5219470997293,-80.8805205747167,46.5157315321125,-80.8805186194562,46.5154982946088,-80.8805303399308,46.5154603522248,-80.8805347424172,46.515364484809,-80.8813958832564,46.5152678358981,-80.8815548740613,46.5152603591348,-80.8821604103264,46.5152318485568,-80.8832216429487,46.5153272816778,-80.884265863517,46.5155834913735,-80.8854255924226,46.5160664505672,-80.8863125671677,46.5165322872831,-80.8887170804045,46.5177950493192,-80.8895690212607,46.5182424054169,-80.8929277233513,46.5200059805398,-80.8940913286174,46.5205571677964,-80.895132551109,46.5211783445127,-80.8953429096858,46.5212744999745,-80.8956255834224,46.5214037025033,-80.8967450941359,46.521986371104,-80.8972876396656,46.5219811889495,-80.9005997608346,46.5220139798975,-80.9006279504698,46.5220141924795,-80.9007297561546,46.522018579045,-80.9007573599056,46.5220197801341,-80.9024947611445,46.5220509897889,-80.9029244688601,46.522057984307,-80.9029328597173,46.5220580886223,-80.9032457664378,46.5220764022536,-80.9034151409737,46.5220854972128,-80.9035976714427,46.5221036880255,-80.9037801763678,46.5221127845094,-80.9039757590457,46.5221309928964,-80.9041582365499,46.5221490981744,-80.9043668664874,46.5221582858042,-80.9045754666885,46.5221494982855,-80.9048101591265,46.5221496803256,-80.9049926696616,46.5221408037362,-80.905236156491,46.5221256966203,-80.9052795725999,46.5221230885197,-80.9057750581098,46.5220694925045,-80.9063807729449,46.5220252892141,-80.9072025701007,46.5217919946801,-80.9077762441562,46.5217203841568,-80.9087019720047,46.5217302018667,-80.9093145463868,46.5218026916088,-80.9095622681858,46.5218658825765,-80.9100853464082,46.5220185884256,-80.9106440429363,46.5220581822299,-80.9126590413132,46.5220568973425,-80.9126582608277,46.522875888195,-80.9126525667156,46.5238271959952,-80.9149376727796,46.5238492938525,-80.9150414427756,46.5238945944479,-80.915184767855,46.5239843828023,-80.9145645454519,46.5244525999327,-80.9141859787823,46.5247672906594,-80.914063157993,46.5248655946707,-80.9139260717497,46.5250173926398,-80.9137192779765,46.5252462916349,-80.9136454681905,46.525328091936,-80.9135590737906,46.5254507800782,-80.913167050512,46.526008387415,-80.9129185707235,46.5264581985457,-80.9121280508525,46.5280231861703,-80.9111266500974,46.5299216934512,-80.9106425448762,46.5308751912513,-80.9074759647512,46.5370691866193,-80.9065365508264,46.5370667895381,-80.9058621147723,46.5370649882848,-80.9054044560478,46.537063783696,-80.8948234230299,46.5370467951209,-80.8941057507038,46.5370462941144,-80.8937080503029,46.5370460431654,-80.8931064393464,46.5370451828977,-80.8816230984231,46.5369160249493,-80.8811857091861,46.5369110708442,-80.8798950312694,46.5369476702891,-80.8800234134003,46.5325311916928,-80.88004079277,46.5319664270616,-80.8802646275138,46.5248781442209,-80.8802798258384,46.5245341130829,-80.8802829930316,46.5244105647198,-80.8803438379851,46.5220419134238,-80.8803462899137,46.5219470997293",192,192,35530032,Sudbury,Sudbury,New Sudbury,8,385,380,366,390,15,5,0,5,5,0,20,5,0,5,0,0,15,5,0,5,5,5,280,20,5,0,10,5,0,30,10,10,5,5,5,25,5,5,0,0,10,25,5,5,5,5,0,15,5,5,5,0,0,25,5,5,5,5,10,40,5,5,10,10,15,35,5,5,0,5,10,50,15,5,5,5,10,20,0,5,10,5,0,55,20,5,10,0,5,0,15,5,5,0,5,5,15,0,0,5,5,5,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537428.09545898,9209.55450983206
,,,Polygon,"-80.9208092514892,46.5339064840672,-80.9208231487651,46.5332675811951,-80.9204059808996,46.5332402904848,-80.919375953708,46.5330775826034,-80.9179158750232,46.5328335945267,-80.916833771489,46.5326527814561,-80.9155952482045,46.5324448938197,-80.9162628607399,46.5308074933083,-80.9163285464078,46.5305014825265,-80.9163287728182,46.530339604047,-80.9184020804383,46.5303590890694,-80.9194191619752,46.5303597785468,-80.9208535564057,46.530342784556,-80.9223008650383,46.5303527789744,-80.9236961708491,46.530335701183,-80.9236802702035,46.532360592063,-80.923758451986,46.5324325853358,-80.9239018722628,46.5324506879418,-80.9250493525827,46.5324514788239,-80.9250483668075,46.5331803866914,-80.9249700752306,46.5332523898898,-80.9222706676766,46.5332595906237,-80.9222435804222,46.533979489225,-80.9221391677182,46.5340514826174,-80.9209915598369,46.5340506975549,-80.9208742800715,46.5340055919848,-80.9208723765878,46.5340026001337,-80.9208092514892,46.5339064840672",193,193,35530034,Sudbury,Sudbury,New Sudbury,8,531,529,514,530,25,5,5,5,5,5,50,10,10,10,10,10,40,5,10,5,10,5,325,40,10,10,10,10,10,30,5,5,5,10,5,30,10,5,5,5,5,35,10,5,5,5,5,35,5,5,10,5,5,20,5,5,5,5,5,35,0,10,10,5,10,35,10,5,5,5,10,40,5,5,5,10,10,25,5,10,5,5,0,95,35,10,5,10,10,10,25,10,5,5,5,5,15,10,0,5,0,0,10,5,5,0,0,0,10,10,5,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,195196.500488281,2122.82577745965
,,,Polygon,"-80.9138603593649,46.5300121787187,-80.9137111516852,46.5299922799462,-80.9135560500824,46.5299922024425,-80.9129702536352,46.529968001367,-80.9128440548321,46.5298925829989,-80.912821256209,46.529801481599,-80.9127875672124,46.5293339017231,-80.912688047017,46.5284465811962,-80.912635966541,46.5283745858433,-80.9125969449898,46.5283114910614,-80.9125579426459,46.5282754866086,-80.9125188701211,46.5282215019652,-80.9124537548333,46.5281673848861,-80.9123495521365,46.5281133791185,-80.9121280508525,46.5280231861703,-80.9129185707235,46.5264581985457,-80.9158913725559,46.526469390994,-80.9172082657647,46.5264793979934,-80.9178471474638,46.5264708788879,-80.918342672742,46.526507202943,-80.9188638774474,46.5266966022972,-80.9194893572714,46.5269760003433,-80.9204665698866,46.5274176861677,-80.9221475544823,46.5281748015441,-80.9223039510447,46.5282378954549,-80.9226558546762,46.5283100823194,-80.9235425534383,46.5283106892049,-80.9237381755023,46.5283017959773,-80.9236961708491,46.530335701183,-80.9223008650383,46.5303527789744,-80.9208535564057,46.530342784556,-80.9194191619752,46.5303597785468,-80.9184020804383,46.5303590890694,-80.9163287728182,46.530339604047,-80.9146448730078,46.5303145994844,-80.9145809470393,46.5303048871961,-80.9144761710044,46.5302765855532,-80.9143475622798,46.5302185936938,-80.9141660754704,46.5301400008483,-80.9139735466317,46.5300552023489,-80.9138603593649,46.5300121787187",194,194,35530036,Sudbury,Sudbury,New Sudbury,8,811,746,741,810,40,5,10,10,10,10,50,10,10,5,10,5,55,15,10,10,10,15,530,50,10,15,15,10,10,60,10,15,15,10,10,40,10,5,10,10,10,55,5,5,10,15,15,55,5,10,20,10,10,40,10,10,10,5,10,60,15,10,10,10,15,60,15,10,5,15,15,60,10,10,10,10,15,50,10,0,5,10,5,135,60,5,15,5,15,10,45,10,10,5,10,10,20,0,5,0,5,5,5,5,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,309381.112060547,2369.19452198039
,,,Polygon,"-80.9238124673555,46.5220613966572,-80.9251228696327,46.5220571780842,-80.9251116759073,46.5250628956288,-80.923820853321,46.5250620882878,-80.9237796483443,46.5265469979022,-80.9237664694162,46.5266639881976,-80.9237381755023,46.5283017959773,-80.9235425534383,46.5283106892049,-80.9226558546762,46.5283100823194,-80.9223039510447,46.5282378954549,-80.9221475544823,46.5281748015441,-80.9204665698866,46.5274176861677,-80.9194893572714,46.5269760003433,-80.9197373479693,46.5267601907942,-80.9198420509994,46.5265082895274,-80.9198577629053,46.5246993997629,-80.9198709618963,46.5245643892584,-80.9199493602183,46.5244655007581,-80.9200929440056,46.5243755960761,-80.920419078262,46.5242317807542,-80.9205756807058,46.5241238899834,-80.9206540641606,46.5240159879652,-80.9206803486281,46.5238809990263,-80.9206951673951,46.5226930979992,-80.9206572490828,46.5220592921816,-80.9222384748956,46.5220552788774,-80.9238124673555,46.5220613966572",195,195,35530037,Sudbury,Sudbury,New Sudbury,8,454,439,434,455,35,5,15,5,5,0,25,5,5,5,5,5,25,5,5,10,5,0,270,20,5,5,5,5,10,20,0,5,5,10,5,20,0,5,0,5,5,30,5,15,5,5,5,25,5,5,5,5,0,35,15,5,5,5,5,15,5,0,0,0,0,45,5,5,10,5,15,25,0,5,10,5,5,30,5,5,5,5,10,105,25,5,5,10,10,10,25,5,10,5,5,5,15,5,0,0,0,5,20,0,5,0,5,5,15,10,5,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,215387.354980469,2085.03994840779
,,,Polygon,"-80.9188638774474,46.5266966022972,-80.918342672742,46.526507202943,-80.9178471474638,46.5264708788879,-80.9172082657647,46.5264793979934,-80.9172332653588,46.5239232808675,-80.9172202625798,46.5229780808058,-80.9168953477016,46.5227439810004,-80.9178613667908,46.5220748993267,-80.9189468600342,46.5220703989971,-80.9191593754196,46.5220694847367,-80.919420054682,46.5220684870257,-80.9206572490828,46.5220592921816,-80.9206951673951,46.5226930979992,-80.9206803486281,46.5238809990263,-80.9206540641606,46.5240159879652,-80.9205756807058,46.5241238899834,-80.920419078262,46.5242317807542,-80.9200929440056,46.5243755960761,-80.9199493602183,46.5244655007581,-80.9198709618963,46.5245643892584,-80.9198577629053,46.5246993997629,-80.9198420509994,46.5265082895274,-80.9197373479693,46.5267601907942,-80.9194893572714,46.5269760003433,-80.9188638774474,46.5266966022972",196,196,35530038,Sudbury,Sudbury,New Sudbury,8,364,369,398,365,15,5,5,5,0,0,15,0,5,0,0,0,5,0,5,0,0,0,285,15,5,5,0,5,0,35,5,5,5,5,5,50,10,5,15,10,10,35,10,15,5,5,0,15,5,5,0,5,0,30,5,0,10,5,10,25,5,5,10,5,5,25,5,5,0,5,5,35,5,5,5,10,10,25,0,5,5,5,0,40,20,5,5,5,5,5,15,0,5,5,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,117426.927490234,1514.89728069062
,,,Polygon,"-80.9150414427756,46.5238945944479,-80.9149376727796,46.5238492938525,-80.9126525667156,46.5238271959952,-80.9126582608277,46.522875888195,-80.9126590413132,46.5220568973425,-80.9148773554932,46.5220698009867,-80.9169844643945,46.5220622807425,-80.9178613667908,46.5220748993267,-80.9168953477016,46.5227439810004,-80.9172202625798,46.5229780808058,-80.9172332653588,46.5239232808675,-80.9172082657647,46.5264793979934,-80.9158913725559,46.526469390994,-80.9129185707235,46.5264581985457,-80.913167050512,46.526008387415,-80.9135590737906,46.5254507800782,-80.9136454681905,46.525328091936,-80.9137192779765,46.5252462916349,-80.9139260717497,46.5250173926398,-80.914063157993,46.5248655946707,-80.9141859787823,46.5247672906594,-80.9145645454519,46.5244525999327,-80.915184767855,46.5239843828023,-80.9150414427756,46.5238945944479",197,197,35530039,Sudbury,Sudbury,New Sudbury,8,317,336,331,315,10,5,5,5,0,0,5,0,5,5,0,5,15,0,5,5,0,5,225,20,5,5,0,5,0,20,10,0,0,5,5,20,0,5,5,0,5,20,5,5,5,5,0,15,10,0,5,5,5,20,0,10,5,5,5,25,5,5,5,5,0,30,5,5,10,5,5,20,0,5,0,5,5,25,5,5,5,5,5,60,15,0,5,5,5,5,20,5,0,5,5,5,10,0,0,5,5,5,10,0,0,5,5,0,5,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,143636.786865234,1982.8095914876
,,,Polygon,"-81.0256677843642,46.4782598734298,-81.0262090072569,46.4780074723801,-81.0262334029186,46.4779960742059,-81.0267488028833,46.4777556738645,-81.0273235948441,46.4774888828156,-81.0276994856301,46.4773144802167,-81.0278681100071,46.4772339766076,-81.0263699837497,46.4757398721016,-81.0252906964163,46.4745851681823,-81.0249233856913,46.4741922778645,-81.0260043070575,46.4736879662003,-81.0270982814028,46.4731837779777,-81.0280802932529,46.4727468688897,-81.0285959018312,46.4725174898591,-81.0299241950397,46.4719321724814,-81.0309948358344,46.4715361515317,-81.0310442067949,46.4715178896516,-81.0319332065755,46.4712045856826,-81.0328292951159,46.4709845860181,-81.0333872911504,46.4708621640041,-81.0337989988288,46.4707900750636,-81.0344242897953,46.4707515682642,-81.0350828857971,46.4707474677113,-81.0357801943229,46.4708046853465,-81.0361177781889,46.4708618743007,-81.0367432829591,46.4710222729454,-81.0374084030094,46.4712259801933,-81.0380201842541,46.4715005623645,-81.0380488963226,46.4715151726672,-81.0383011827965,46.4716269714904,-81.0388716951508,46.471894967994,-81.0389253143366,46.4719172588658,-81.0383969890708,46.472527432997,-81.0373687845091,46.4729538685545,-81.0372010039917,46.4730246780906,-81.0362040874446,46.4734450659287,-81.0357678984563,46.4736619827687,-81.0353990848103,46.4738844766526,-81.0351971937419,46.4740340735578,-81.0348624820802,46.4742976770512,-81.0344067908331,46.474774763916,-81.0341856075166,46.475116787852,-81.0332875856884,46.4771776733736,-81.0330915813808,46.4775500748368,-81.0328400804018,46.4778968880538,-81.0325145851376,46.478220972593,-81.0322748965922,46.4784017711418,-81.0320068100248,46.4785810796015,-81.0314728877418,46.4788602654292,-81.0310648916163,46.4790012925332,-81.029680153746,46.4785429458158,-81.0275810340422,46.4785702315667,-81.025143184459,46.4784924655577,-81.0256677843642,46.4782598734298",198,198,35530141,Sudbury,Sudbury,West End,1,763,791,821,760,35,10,5,5,10,5,40,10,10,5,5,10,35,10,10,10,5,5,510,30,5,5,5,10,0,55,10,5,5,20,15,70,20,20,15,5,10,50,10,5,15,10,5,45,10,5,15,5,10,40,10,5,5,10,5,60,10,10,10,10,15,65,10,15,15,10,10,50,5,15,10,10,10,50,10,0,10,10,10,145,45,5,10,10,10,5,30,5,5,10,10,0,20,5,5,10,5,5,20,5,5,5,5,0,25,15,5,5,0,5,0,10,5,0,0,0,0,5,5,0,0,0,0,0,518158.13671875,3368.02022825962
,,,Polygon,"-81.0568315276185,46.493340934384,-81.0557929179803,46.4919572340035,-81.055523109333,46.4915977479382,-81.0553142707166,46.4913195311537,-81.0549003522995,46.4907680074615,-81.0536868060467,46.4889956526319,-81.0523679406503,46.4860084113994,-81.0524326150349,46.4855224054578,-81.052341030603,46.4851174618642,-81.0520671727203,46.4848476075824,-81.0513111350167,46.484478966484,-81.0509983916849,46.484416093099,-81.0479968858681,46.4828745542168,-81.0480541349896,46.4813121934364,-81.0480541906596,46.4813103160995,-81.0481334726793,46.4791615027421,-81.0460790539672,46.4791767347167,-81.0460784599011,46.4791767160569,-81.0429238374017,46.4792000518578,-81.0426092698315,46.4792023518805,-81.0389029719306,46.4791401381941,-81.0388881628253,46.4772025369217,-81.0388826371951,46.4770330206934,-81.0388727563314,46.4762099006355,-81.0388668132662,46.475902136365,-81.0388574549663,46.4755947413212,-81.0384162297518,46.4726554773265,-81.0383969890708,46.472527432997,-81.0389253143366,46.4719172588658,-81.0391021881169,46.4719907828592,-81.0394212768264,46.4721016338854,-81.0395601791185,46.4721498723758,-81.0400920900443,46.4722945636062,-81.0405737855142,46.472390370863,-81.0412887837433,46.4724819801879,-81.041594980237,46.4725021804349,-81.0422484133975,46.4725008708755,-81.0426925828029,46.4724713825468,-81.0430375941036,46.4724287796345,-81.0436835072597,46.4723241655074,-81.0442693869082,46.4721803678283,-81.0453387940249,46.4719349654006,-81.0457894872693,46.4718297731208,-81.0466635873259,46.4716204806152,-81.0475331133301,46.4714209856877,-81.0487504029525,46.4711356782376,-81.0504703143993,46.470733370894,-81.0519289910044,46.4703886658245,-81.0574248777937,46.4691102178062,-81.0580108119412,46.4689738876959,-81.0587653157967,46.4688046627336,-81.0599633071931,46.4685316741793,-81.0603090179622,46.4691818641472,-81.060359615949,46.4692769668718,-81.0604955176126,46.4694469785857,-81.0606173190929,46.4695254644382,-81.0607664123525,46.4695979716258,-81.0605452129919,46.4697600817975,-81.0609447854299,46.4716205822687,-81.0609696887482,46.4717415677225,-81.0614279962361,46.4739690803983,-81.0614550075907,46.4740734666086,-81.061479990213,46.4741506697202,-81.0615173136038,46.474232175195,-81.0615609114423,46.4742936756771,-81.061621004498,46.4743493634164,-81.0628516107234,46.4753825708968,-81.0629236996539,46.4754290726622,-81.0630972950007,46.4754977690257,-81.0631173152458,46.4755031865347,-81.063285604381,46.4755485702909,-81.0634886937454,46.4755968647549,-81.0636474991688,46.4756503627761,-81.0637176946366,46.475680872814,-81.0638502956791,46.4757383629687,-81.063846996518,46.4758846775069,-81.0638715982661,46.4760836645833,-81.0639056893202,46.4762418682896,-81.0639275912589,46.4763242806231,-81.063951216593,46.4763765748501,-81.0639866042393,46.4764258764269,-81.0640448186558,46.4764972871117,-81.0640852185696,46.4765349763757,-81.0641340154432,46.4765669758744,-81.0641984952951,46.4766033628514,-81.0647383937267,46.4768986726428,-81.0654285116309,46.4772688822331,-81.0656300041216,46.4773624777375,-81.0658124916832,46.4774534856407,-81.0659614114977,46.4775129816476,-81.0661078060986,46.4775609792421,-81.0662328886644,46.4775992784336,-81.0667286087926,46.4777138628747,-81.0666330107028,46.4777777122076,-81.0659282158917,46.4782484662273,-81.0658874122943,46.478313385783,-81.0658834174289,46.4783753889585,-81.0659285990456,46.4784556815621,-81.0659775009076,46.4785021695424,-81.0661239157047,46.4786420646041,-81.0661151973036,46.4787179847798,-81.0661947150282,46.479012585331,-81.0662566996744,46.479273677003,-81.0662855154807,46.4794799767663,-81.0662966042718,46.4795591730133,-81.0662914956241,46.4797603707583,-81.0662905230796,46.4798005652799,-81.0662956200858,46.4798364715798,-81.0663106022477,46.4798668644011,-81.0663167109487,46.4798765687143,-81.0663261181619,46.479887282668,-81.0663285129781,46.4798875665662,-81.0663778124646,46.479894385752,-81.0664583988481,46.4798860728345,-81.0665478866782,46.4798689818835,-81.0685369088458,46.4794468713874,-81.0687717113157,46.4794160697501,-81.0687786964149,46.4786735607794,-81.0688026087494,46.4780684868748,-81.0688395086982,46.4776856679855,-81.0689168028514,46.4772610801208,-81.0710793226634,46.4772866636326,-81.0715092059855,46.4772954690596,-81.0716525036697,46.4772773639957,-81.071782715146,46.4772142789073,-81.0719388096072,46.4770701846665,-81.0723951009674,46.4773128641401,-81.0726426975005,46.477384777682,-81.0730291235403,46.4776981736528,-81.0740849066901,46.4782014717305,-81.074869991743,46.4784770643305,-81.0752835934471,46.4785795843538,-81.077542067243,46.4791194097899,-81.0775291633865,46.4799639857785,-81.0762358724863,46.4799595219589,-81.0699444366714,46.4801344760521,-81.0701361488623,46.4825462906688,-81.0701417904926,46.4827138729459,-81.070318902197,46.4879891003977,-81.0704879953585,46.4925983884858,-81.0704188957936,46.4933590060335,-81.0703957340219,46.4935441935611,-81.0703922051934,46.4936653280881,-81.0703862191521,46.4937332667928,-81.0693944259681,46.4937548670054,-81.0677580361731,46.4937377697794,-81.0671275867373,46.4937312064545,-81.0657995089421,46.4937862185575,-81.0655088047241,46.4938424302167,-81.0641457355341,46.4937930121961,-81.0639521709506,46.4937911982797,-81.0639154376633,46.4937952605171,-81.0638871687714,46.4937966874423,-81.0633536601626,46.493840781478,-81.06241102894,46.493911099439,-81.0620715685501,46.4938602566276,-81.0619630837272,46.4938616257859,-81.0593750992609,46.4938946274842,-81.0592397685039,46.493890489459,-81.0568315276185,46.493340934384",199,199,35530142,Sudbury,Copper Cliff,Copper Cliff,2,511,588,505,505,25,10,5,5,5,0,15,0,5,5,5,5,20,0,0,10,5,10,300,25,0,5,5,5,10,30,10,5,5,10,0,30,5,0,10,5,5,25,5,5,5,5,10,35,10,10,0,0,5,30,5,10,0,5,5,25,5,5,5,5,5,40,5,10,0,10,10,40,5,10,10,10,5,25,5,5,10,0,0,135,25,5,5,0,5,5,30,5,5,10,10,0,15,5,0,5,5,5,25,5,20,0,5,5,45,40,5,0,5,0,25,5,0,0,0,0,5,5,5,0,0,0,0,0,4138191.625,10980.4971766121
,,,Polygon,"-81.0663778124646,46.479894385752,-81.0663285129781,46.4798875665662,-81.0663261181619,46.479887282668,-81.0663167109487,46.4798765687143,-81.0663106022477,46.4798668644011,-81.0662956200858,46.4798364715798,-81.0662905230796,46.4798005652799,-81.0662914956241,46.4797603707583,-81.0662966042718,46.4795591730133,-81.0662855154807,46.4794799767663,-81.0662566996744,46.479273677003,-81.0661947150282,46.479012585331,-81.0661151973036,46.4787179847798,-81.0661239157047,46.4786420646041,-81.0659775009076,46.4785021695424,-81.0659285990456,46.4784556815621,-81.0658834174289,46.4783753889585,-81.0658874122943,46.478313385783,-81.0659282158917,46.4782484662273,-81.0666330107028,46.4777777122076,-81.0667286087926,46.4777138628747,-81.0662328886644,46.4775992784336,-81.0661078060986,46.4775609792421,-81.0659614114977,46.4775129816476,-81.0658124916832,46.4774534856407,-81.0656300041216,46.4773624777375,-81.0654285116309,46.4772688822331,-81.0647383937267,46.4768986726428,-81.0641984952951,46.4766033628514,-81.0641340154432,46.4765669758744,-81.0640852185696,46.4765349763757,-81.0640448186558,46.4764972871117,-81.0639866042393,46.4764258764269,-81.063951216593,46.4763765748501,-81.0639275912589,46.4763242806231,-81.0639056893202,46.4762418682896,-81.0638715982661,46.4760836645833,-81.063846996518,46.4758846775069,-81.0638502956791,46.4757383629687,-81.0637176946366,46.475680872814,-81.0636474991688,46.4756503627761,-81.0634886937454,46.4755968647549,-81.063285604381,46.4755485702909,-81.0631173152458,46.4755031865347,-81.0630972950007,46.4754977690257,-81.0629236996539,46.4754290726622,-81.0628516107234,46.4753825708968,-81.061621004498,46.4743493634164,-81.0615609114423,46.4742936756771,-81.0615173136038,46.474232175195,-81.061479990213,46.4741506697202,-81.0614550075907,46.4740734666086,-81.0614279962361,46.4739690803983,-81.0609696887482,46.4717415677225,-81.0609447854299,46.4716205822687,-81.0605452129919,46.4697600817975,-81.0607664123525,46.4695979716258,-81.0612562147606,46.4697314786523,-81.062400289813,46.4698354805746,-81.0636526078475,46.4699442679476,-81.0634474052784,46.470505266901,-81.0634012826146,46.4706096806626,-81.0633552091431,46.4706589799143,-81.0632999055264,46.4707046817152,-81.0629953870015,46.4709245607213,-81.0649324990804,46.4722492823324,-81.0650804078855,46.4722972813258,-81.0651539955811,46.4723211729643,-81.065634917403,46.4723000855196,-81.0664053952715,46.4722489631328,-81.06644420642,46.4723470785241,-81.066552412974,46.4728503766789,-81.067569315276,46.4726540670683,-81.068051101321,46.4725367641421,-81.0683636142141,46.4724105851865,-81.0689503968943,46.4720413663647,-81.069701001947,46.4726458662691,-81.0694070219857,46.4728513753901,-81.0692140897754,46.4745937837198,-81.069176191865,46.4749357831777,-81.0691082171218,46.4754057786148,-81.0690066938948,46.4762530769758,-81.0689168028514,46.4772610801208,-81.0688395086982,46.4776856679855,-81.0688026087494,46.4780684868748,-81.0687786964149,46.4786735607794,-81.0687717113157,46.4794160697501,-81.0685369088458,46.4794468713874,-81.0665478866782,46.4798689818835,-81.0664583988481,46.4798860728345,-81.0663778124646,46.479894385752",200,200,35530143,Sudbury,Copper Cliff,Copper Cliff,2,455,486,452,455,30,10,10,0,0,5,25,5,0,5,5,10,20,5,5,5,0,5,305,30,10,10,5,5,5,30,5,5,10,10,5,35,5,5,10,10,5,35,10,0,10,5,5,25,5,10,5,5,0,20,5,5,5,5,5,35,10,5,5,10,5,40,5,10,10,5,5,30,5,5,5,5,5,25,5,10,0,5,5,75,30,5,0,10,5,5,15,0,5,5,0,0,15,5,0,0,5,0,10,5,5,0,0,0,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392458.997314453,3387.48243053921
,,,Polygon,"-81.06644420642,46.4723470785241,-81.0664053952715,46.4722489631328,-81.065634917403,46.4723000855196,-81.0651539955811,46.4723211729643,-81.0650804078855,46.4722972813258,-81.0649324990804,46.4722492823324,-81.0629953870015,46.4709245607213,-81.0632999055264,46.4707046817152,-81.0633552091431,46.4706589799143,-81.0634012826146,46.4706096806626,-81.0634474052784,46.470505266901,-81.0636526078475,46.4699442679476,-81.0643631877789,46.470052177802,-81.0644461101113,46.4700662865833,-81.0645535036745,46.4700985714925,-81.0646651934577,46.4701344609127,-81.0648224022132,46.470198375296,-81.0649876043888,46.4702705645553,-81.0650682155833,46.4703177648368,-81.0651771155346,46.4704011660438,-81.0652860011867,46.4704984742395,-81.0655940184128,46.4707881652857,-81.0661174212346,46.4704749648506,-81.0672430850403,46.4694726842619,-81.0675402011414,46.4691623765366,-81.0679132198441,46.4686764784826,-81.0683853131485,46.4688917656244,-81.0688155097192,46.4691884810472,-81.0688805977636,46.4692333750913,-81.0702625888469,46.4702431755208,-81.0709695916299,46.4707425823184,-81.0716144996062,46.4711639772586,-81.0710799034957,46.4717448704883,-81.0707582164523,46.472006865621,-81.069701001947,46.4726458662691,-81.0689503968943,46.4720413663647,-81.0683636142141,46.4724105851865,-81.068051101321,46.4725367641421,-81.067569315276,46.4726540670683,-81.066552412974,46.4728503766789,-81.06644420642,46.4723470785241",201,201,35530144,Sudbury,Copper Cliff,Copper Cliff,2,398,434,395,400,15,5,5,0,0,5,15,0,0,5,5,10,20,5,0,5,5,5,290,15,0,5,0,0,0,35,10,5,5,10,0,20,5,5,0,5,5,25,5,5,5,5,5,20,5,5,5,0,5,35,5,5,5,10,5,25,5,5,5,10,5,50,10,5,10,10,10,40,10,5,10,5,10,30,10,5,0,5,0,60,25,5,5,5,5,0,5,0,0,0,0,5,15,5,5,5,0,0,5,5,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157788.005371094,1913.68244477632
